slno	concept_id	concepticon_id	concepticon_name	name	gloss	concept	stage	comment	category	definition	japanese	hindi	assamese	mandarin	burmese	nagamese	SILCAWL	CALMSEA
456	thin..people:to.be	1400	THIN (SLIM)	to be thin (people)	thin	ᴛʜɪɴ	4			To have a body with very little fat or muscle.	やせた, 痩せた	पतला होना		瘦	ပိန်သည်		to be skinny (person)	
951	think:to	2271	THINK	to think	think	ᴛʜɪɴᴋ	5			To use the mind to form ideas, opinions, or judgments.	考える	सोचना		思考	တွေးသည်			
457	thirsty:to.be	3474	BE THIRSTY	to be thirsty	thirsty	ᴛʜɪʀꜱᴛʏ	4			To feel a need or a strong desire to drink water or another liquid.	喉がかわいた	प्यासा होना		渴	ရေငတ်သည်			
778	this...prox.dem	1214	THIS	this	prox.dem	ᴘʀᴏx.ᴅᴇᴍ	5			The specific object or person that is close to the speaker.	これ・この	यह		這個	ဒီ		this	
20	thorn	124	THORN	thorn	thorn	ᴛʜᴏʀɴ	1		flora	A sharp, pointed part on a plant or stem that can prick or scratch the skin.	棘	कांटा		植物的刺	ဆူး		thorn	thorn (prick)
222	thread..string	1161	THREAD	thread (string)	thread	ᴛʜʀᴇᴀᴅ	3			A very thin, long, flexible strand made of fiber or material used for sewing or binding.	糸	धागा (dhaaga)		線	ချည်		thread (n)	
952	threaten:to	1192	THREATEN	to threaten	threaten	ᴛʜʀᴇᴀᴛᴇɴ	5			To express an intention to cause harm, injury, or misfortune to someone if they do not act in a certain way.	脅す	धमकाना (dhamkaana)		威脅	ခြိမ်းခြောက်သည်		threaten	
781	throat	1346	THROAT	throat	throat	ᴛʜʀᴏᴀᴛ	5		body parts	The front part of the neck that connects the mouth to the rest of the body.	喉	गला	গলা	喉嚨	လည်ချောင်း		throat	
494	throw:to	1456	THROW	to throw	throw	ᴛʜʀᴏᴡ	4			To propel an object through the air using a force from the arm or hand.	投げる	फेंकना (phenkna)		扔	ပစ်သည်			
77	thunder	1150	THUNDER	thunder	thunder	ᴛʜᴜɴᴅᴇʀ	2			The loud, crashing sound caused by lightning in the sky during a storm.	雷	गरज (garaj)		雷	မိုးချုန်းသံ		thunder	
335	tie..general:to	1917	TIE	to tie (general)	tie	ᴛɪᴇ	3			To fasten or secure two or more things together using a cord, string, or rope.	結ぶ	बांधना		綁	ချည်သည်			tie
78	tiger	846	TIGER	tiger	tiger	ᴛɪɢᴇʀ	2		fauna	A large, powerful wild cat with orange fur and dark stripes, often found in forests.	虎	बाघ		老虎	ကျား		tiger	
830	tight..of.space:to.be	3053	TIGHT	to be tight (of space)	tight	ᴛɪɢʜᴛ	5			To be in a state where there is very little space or room for movement.	窮屈である	टाइट होना (taait hona)		擠（空間）	ကျပ်သည်		(be) tight	
782	time	892	TIME	time	time	ᴛɪᴍᴇ	5			The continuous progression of existence and events from the past through the present into the future.	回	समय (samay)		時間	အချိန်		time	
969	tobacco.pipe	1124	PIPE	tobacco pipe	tobacco.pipe	ᴛᴏʙᴀᴄᴄᴏ.ᴘɪᴘᴇ	5			A tool used for smoking, consisting of a small bowl for holding dried leaves and a stem or tube through which smoke is inhaled.	煙管	हुक्का (hukka)		菸斗	ဆေးတံ			
340	today	1283	TODAY	today	today	ᴛᴏᴅᴀʏ	3			The current day; the day that is happening now, as opposed to yesterday or tomorrow.	今日	आज (aaj)		今天	ဒီနေ့		today	
341	toe	1389	TOE	toe	toe	ᴛᴏᴇ	3			The digit on a human or animal foot, located at the end of the foot below the toes.	足の指	पैर का अंगूठा (pair ka angutha)		腳趾	ခြေချောင်း		toe	finger/toe
95	tomorrow	1329	TOMORROW	tomorrow	tomorrow	ᴛᴏᴍᴏʀʀᴏᴡ	2			The day after the current day.	明日	कल (kal)		明天	မနက်ဖြန်		tomorrow	
407	tongs:fireplace	272	TONGS	fireplace tongs	fireplace.tongs	ꜰɪʀᴇᴘʟᴀᴄᴇ.ᴛᴏɴɢꜱ	4			A tool used for grasping and moving hot objects, such as burning wood or coals, within a hearth or fire.	火箸	चिमटा (chimtaa)		鉗子	မီးညှပ်			
500	tongs..general	272	TONGS	tongs (general)	tongs	ᴛᴏɴɢꜱ	4			A tool consisting of two long arms that are joined at one end, used for grasping and lifting objects by squeezing them together.	トング	थका देना (thaka dena)		火鉗	ညှပ်			
96	tongue	1205	TONGUE	tongue	tongue	ᴛᴏɴɢᴜᴇ	2		body parts	The fleshy, movable organ inside the mouth used for tasting, swallowing, and speaking.	舌	जीभ (jibh)		舌頭	လျှာ		tongue	tongue
970	tonight	–	–	tonight	tonight	ᴛᴏɴɪɢʜᴛ	5			The period of time from sunset or evening until the next morning or sunrise.	今夜	आज रात (aaj raat)		今晚	ဒီည			
342	tooth..general	1380	TOOTH	tooth (general)	tooth	ᴛᴏᴏᴛʜ	3		body parts	A hard, white structure in the mouth used for biting or chewing food.	歯	दाँत (daant)		牙齒	သွား		tooth	tooth
971	torch	1919	TORCH	torch	torch	ᴛᴏʀᴄʜ	5			A handheld device that produces light by burning a fuel or using electricity.	たいまつ	टॉर्च (torch)		火炬	မီးရှူးတိုင်			
972	town	1391	TOWN	town	town	ᴛᴏᴡɴ	5			A human settlement that is larger than a village but smaller than a city.	町	शहर (shahar)		小鎮	မြို့		town, city	
973	tradition	–	–	tradition	tradition	ᴛʀᴀᴅɪᴛɪᴏɴ	5			The set of beliefs, customs, or ways of behaving that have been passed down through generations within a group or family.	伝統	परंपरा (parampara)		傳統	အစဉ်အလာ			
953	trample:to	–	–	to trample	trample	ᴛʀᴀᴍᴘʟᴇ	5			To step or crush something repeatedly with the feet.	踏みつける	पीठ से मारना (piith se maarna)		踐踏	နင်းသည်			
954	trap:to	1170	TRAP (CATCH)	to trap	trap	ᴛʀᴀᴘ	5			To catch or capture an animal or a person using a device such as a net, a snare, or a cage.	捕らえる	फंसाना (phansaana)		捕獲（用陷阱）	ထောင်ချောက်ထောင်သည်		trap (animal) (v)	
974	trap..snare	3320	SNARE (TRAP)	trap (snare)	trap	ᴛʀᴀᴘ	5			A device consisting of a loop of cord or wire used to catch an animal by tightening around its neck or limb when it moves through it.	罠	फंदा (phanda)		陷阱	ထောင်ချောက်			
975	treasure..wealth	2996	WEALTH	treasure (wealth)	treasure	ᴛʀᴇᴀꜱᴜʀᴇ	5			A large amount of valuable possessions, such as gold, jewels, or money.	財宝	खजाना (khazaana)		寶藏	ရတနာ			
27	tree	906	TREE	tree	tree	ᴛʀᴇᴇ	1		flora	A large, perennial plant with a single woody stem or trunk that branches out into limbs and leaves.	木	पेड़ (ped)		樹	သစ်ပင်		tree	tree/wood
116	tree.:branch	1531	BRANCH	branch	branch	ʙʀᴀɴᴄʜ	3			A woody part of a tree that grows out from the main trunk or a larger limb.	枝	डाली		樹枝	သစ်ကိုင်း		branch (tree)	branch
343	tree.bark	1204	BARK	tree bark	tree.bark	ᴛʀᴇᴇ.ʙᴀʀᴋ	3		flora	The hard, outer covering of the trunk and branches of a woody plant.	樹皮	छाल (chaal)		樹皮	သစ်ခေါက်		tree bark	skin/bark
977	tribe..ethnic.group	1549	TRIBE	tribe (ethnic group)	tribe	ᴛʀɪʙᴇ	5			A social group of people who share a common culture, language, or ancestry.	部族	जनजाति		部落	လူမျိုးနွယ်စု		tribe, ethnic group	
978	trousers..pants	809	TROUSERS	trousers (pants)	trousers	ᴛʀᴏᴜꜱᴇʀꜱ	5			A garment worn on the lower body that covers each leg separately from the waist to the ankles.	ズボン	पतलून		褲子	ဘောင်းဘီရှည်		trousers	
831	true:to.be	1657	TRUE	to be true	true	ᴛʀᴜᴇ	5			To correspond with reality or facts; to be correct and not false.	本当の	सही होना		真實	မှန်သည်			
979	turmeric	2842	TURMERIC	turmeric	turmeric	ᴛᴜʀᴍᴇʀɪᴄ	5		flora	A yellow or orange root used as a spice or for coloring food.	ウコン	हल्दी		薑黃	နနွင်း			
955	turn.around:to	1444	TURN AROUND	to turn around	turn.around	ᴛᴜʀɴ.ᴀʀᴏᴜɴᴅ	5			To rotate one's body or an object so that the back is now facing the original direction.	振り向く	घूमना		轉身	လှည့်ပတ်သည်			
956	turn.back:to	–	–	to turn back	turn.back	ᴛᴜʀɴ.ʙᴀᴄᴋ	5			To reverse direction and move toward the place from which one came.	引き返す	मुड़ना		折返	ပြန်လှည့်သည်			
957	turn.over..overturn:to	–	–	to turn over (overturn)	turn.over	ᴛᴜʀɴ.ᴏᴠᴇʀ	5			To cause a container, vehicle, or object to flip so that its bottom is now on top or its contents are spilled.	ひっくり返す	उलटना		翻倒	မှောက်လှန်သည်			
344	turtle..tortoise	112	TURTLE	turtle (tortoise)	turtle	ᴛᴜʀᴛʟᴇ	3		fauna	A reptile with a hard shell on its back, often living in water or on land.	陸亀	कछुआ		龜	လိပ်		turtle	
981	twig	3222	TWIG	twig	twig	ᴛᴡɪɢ	5			A very small, thin branch that grows from a tree or a shrub.	小枝	टहनी		細枝	သစ်ခက်			
495	twist:to	3236	TWIST (TOGETHER)	to twist	twist	ᴛᴡɪꜱᴛ	4			To turn or rotate something around its own axis, often to tighten it or to combine two or more separate strands into a single cord.	捻る	घुमाना		扭轉	လိမ်သည်			
983	umbrella	3105	UMBRELLA	umbrella	umbrella	ᴜᴍʙʀᴇʟʟᴀ	5			A portable object used as a covering to protect a person from rain or sunlight.	傘	छतरी		雨傘	ထီး			
83	unripe:to.be	1958	UNRIPE	to be unripe	unripe	ᴜɴʀɪᴘᴇ	2			To be in a state where a fruit or grain is not yet fully grown, soft, or ready to be eaten.	未熟である	अपका		未熟的	မမှည့်သေးသည်		(be) unripe	
958	untie:to	352	UNTIE	to untie	untie	ᴜɴᴛɪᴇ	5			To undo a knot or a fastening so that a cord, string, or lace is no longer joined together.	ほどく	खोलना		解開	ကြိုးဖြေသည်		untie	
959	urinate:to	–	–	to urinate	urinate	ᴜʀɪɴᴀᴛᴇ	5			To discharge liquid waste from the bladder through the penis or urethra.	小便する	पेशाब करना		小便	ဆီးသွားသည်			piss
347	urine	1142	URINE	urine	urine	ᴜʀɪɴᴇ	3			A liquid that is produced in the body and excreted through the bladder.	小便	मूत्र		尿	ဆီး		urine	
348	valley	921	VALLEY	valley	valley	ᴠᴀʟʟᴇʏ	3			A low area of land situated between hills or mountains, often with a river or stream running through it.	谷	घाटी (ghaati)		山谷	ချိုင့်ဝှမ်း		valley	river/valley
985	vegetable	924	VEGETABLES	vegetable	vegetable	ᴠᴇɢᴇᴛᴀʙʟᴇ	5		flora	A plant or part of a plant that is used as food.	野菜	सब्जी		蔬菜	ဟင်းသီးဟင်းရွက်			
501	vein..artery			vein (artery)	vein	ᴠᴇɪɴ	4			A tube in the body that carries blood from the organs back to the heart.	静脈			靜脈	သွေးကြော			
986	venom	–	–	venom	venom	ᴠᴇɴᴏᴍ	5			A poisonous liquid produced by an animal, such as a snake or a scorpion, that is injected into another living creature through a bite or sting.	毒液	विष		毒液	မြွေဆိပ်			
987	very	1311	VERY	very	very	ᴠᴇʀʏ	5			A word used to emphasize an adjective or an adverb, indicating a high degree or intensity of a quality.	非常に	खोल		很	အလွန်			
28	village	930	VILLAGE	village	village	ᴠɪʟʟᴀɢᴇ	1			A small human settlement, typically located in a rural area, consisting of a group of houses and their inhabitants.	村	गांव		村莊	ရွာ		villager	village
349	vine..creeper	343	VINE	vine (creeper)	vine	ᴠɪɴᴇ	3		flora	A plant with a long, flexible stem that grows along the ground or climbs up other plants or trees.	つる	बेल		藤蔓	နွယ်ပင်		vine	
92	vomit:to	1278	VOMIT	to vomit	vomit	ᴠᴏᴍɪᴛ	2			To eject the contents of the stomach through the mouth.	吐く	उल्टी करना		嘔吐	အန်သည်			vomit
988	vulture	1185	VULTURE	vulture	vulture	ᴠᴜʟᴛᴜʀᴇ	5		fauna	A large bird of prey that eats the flesh of dead animals.	ハゲワシ	गिद्ध		禿鷲	လင်းတ			
350	waist	1681	WAIST	waist	waist	ᴡᴀɪꜱᴛ	3		body parts	The part of the human body located between the chest and the hips.	腰	कमर		腰	ခါး		waist	
960	wait:to	1590	WAIT (FOR)	to wait	wait	ᴡᴀɪᴛ	5			To stay in one place or delay an action until a specific person arrives or a certain time or event occurs.	待つ	इंतज़ार करना		等待	စောင့်ဆိုင်းသည်			
93	walk:to	1443	WALK	to walk	walk	ᴡᴀʟᴋ	2			To move forward on foot by taking steps.	歩く	चलना		走路	လမ်းလျှောက်သည်		to walk	
502	wall	3830	WALL	wall	wall	ᴡᴀʟʟ	4			A vertical structure that divides an enclosed space or separates two areas.	壁	दीवार		牆	နံရံ			
989	war	935	WAR	war	war	ᴡᴀʀ	5			A state of large-scale, organized armed conflict between different nations, countries, or political groups.	戦争	युद्ध		戰爭	စစ်ပွဲ		war	
272	warm:to.be	1232	WARM	to be warm	warm	ᴡᴀʀᴍ	3			To have a temperature that is higher than cold but lower than hot.	暖かい	गर्म होना		溫暖	နွေးသည်			warm
228	wash.:bathe:to	138	BATHE	to bathe	bathe	ʙᴀᴛʜᴇ	3			To wash or clean the whole body with water.	体を洗う	स्नान करना		洗澡	ရေချိုးသည်		to bathe	
336	wash..general:to	1453	WASH	to wash (general)	wash	ᴡᴀꜱʜ	3			To remove dirt, soap, or impurities from an object or a person using water.	洗う	धोना		洗	ဆေးကြောသည်		to wash (hands)	wash
337	wash.clothes:to	3434	WASH (CLOTHES)	to wash clothes	wash.clothes	ᴡᴀꜱʜ.ᴄʟᴏᴛʜᴇꜱ	3			To clean garments or pieces of fabric using water and a cleaning agent.	洗濯する			洗衣				
497	wash.face:to	–	–	to wash face	wash.face	ᴡᴀꜱʜ.ꜰᴀᴄᴇ	4			To apply water to the face to clean it.	顔を洗う			洗臉				
498	wash.hair:to			to wash hair	wash.hair	ᴡᴀꜱʜ.ʜᴀɪʀ	4			To clean the hair on a person's head with water and soap or other cleansing agents.	髪を洗う			洗頭髮				
990	wasp	1517	WASP	wasp	wasp	ᴡᴀꜱᴘ	5		fauna	A stinging insect with a narrow waist, often living in a colony or nest.	スズメバチ			胡蜂	နကျယ်ကောင်			
961	watch:to	1650	WATCH	to watch	watch	ᴡᴀᴛᴄʜ	5			To look at something or someone for a period of time with your eyes.	じっと見る	देखना		觀看	စောင့်ကြည့်သည်			
29	water	948	WATER	water	water	ᴡᴀᴛᴇʀ	1			The clear, colorless liquid that falls from the sky as rain and is necessary for all living things to drink.	水			水	ရေ			water
